Lambda,Intensity
504.1799,0.0
504.552804636568,0.0
504.925663386272,0.0
505.29847624911196,0.0
505.67124322508795,0.0
506.04396431419997,0.0
506.41663951644796,0.0
506.789268831832,0.0
507.161852260352,0.0
507.5343898020079,0.0
507.90688145679997,0.0
508.279327224728,0.0
508.65172710579196,0.0
509.024081099992,0.0
509.396389207328,0.0
509.76865142779997,0.0
510.14086776140795,644.0508620689656
510.51303820815195,662.5814482758619
510.885162768032,658.287775862069
511.257241441048,687.6655344827585
511.62927422719997,663.4853793103448
512.001261126488,665.9711896551723
512.373202138912,690.8292931034482
512.745097264472,699.1906551724138
513.1169465031679,705.9701379310345
513.488749855,705.5181724137931
513.860507319968,714.3315
514.232218898072,712.0716724137932
514.603884589312,730.376275862069
514.975504393688,731.9581551724139
515.3470783111999,757.4942068965518
515.7186063418479,737.1557586206897
516.0900884856319,737.8337068965517
516.461524742552,758.1721551724138
516.8329151126079,750.0367758620689
517.2042595958,753.2005344827586
517.575558192128,755.2343793103448
517.946810901592,765.1776206896553
518.318017724192,760.4319827586207
518.689178659928,757.4942068965518
519.0602937088,775.1208620689655
519.431362870808,772.8610344827586
519.8023861459519,771.0531724137933
520.173363534232,750.9407068965518
520.5442950356479,776.250775862069
520.9151806502,754.5564310344828
521.286020377888,776.250775862069
521.6568142187119,753.6525
522.027562172672,754.1044655172412
522.398264239768,776.928724137931
522.76892042,769.6972758620689
523.139530713368,767.6634310344828
523.5100951198721,747.099
523.880613639512,754.7824137931034
524.2510862722879,784.160172413793
524.6215130182,765.1776206896552
524.9918938772479,749.8107931034484
525.362228849432,774.6688965517242
525.732517934752,759.0760862068967
526.102761133208,782.1263275862068
526.4729584447999,767.4374482758619
526.843109869528,767.2114655172413
527.213215407392,756.3642931034483
527.583275058392,757.4942068965518
527.9532888225281,770.8271896551724
528.3232566997999,757.7201896551724
528.6931786902079,745.9690862068966
529.0630547937519,740.0935344827587
529.432885010432,752.0706206896552
529.8026693402479,758.3981379310346
530.1724077832,758.6241206896551
530.542100339288,755.6863448275861
530.911747008512,746.4210517241379
531.281347790872,761.3359137931035
531.650902686368,756.1383103448276
532.020411695,748.2289137931034
532.389874816768,762.0138620689655
532.759292051672,769.697275862069
533.128663399712,755.6863448275861
533.497988860888,758.1721551724138
533.8672684351999,759.528051724138
534.236502122648,777.1547068965518
534.6056899232319,758.3981379310346
534.9748318369519,753.6525
535.343927863808,748.6808793103448
535.7129780038,753.4265172413793
536.081982256928,765.1776206896551
536.450940623192,744.8391724137932
536.819853102592,757.7201896551725
537.1887196951279,756.8162586206896
537.5575404007999,768.7933448275861
537.9263152196079,745.2911379310344
538.2950441515519,750.2627586206897
538.663727196632,744.839172413793
539.0323643548479,750.0367758620689
539.4009556262,775.1208620689655
539.769501010688,769.2453103448277
540.138000508312,762.4658275862068
540.506454119072,780.0924827586207
540.874861842968,771.0531724137933
541.24322368,771.0531724137932
541.611539630168,757.268224137931
541.9798096934719,766.9854827586206
542.3480338699119,765.8555689655174
542.7162121594879,760.883948275862
543.0843445621999,757.4942068965518
543.452431078048,765.8555689655173
543.820471707032,753.6525
544.188466449152,762.6918103448274
544.556415304408,772.6350517241378
544.9243182728,767.6634310344826
545.292175354328,757.7201896551726
545.659986548992,760.2059999999999
546.027751856792,766.081551724138
546.3954712777279,749.5848103448277
546.7631448118,773.9909482758619
547.130772459008,748.4548965517241
547.498354219352,769.0193275862069
547.8658900928319,747.5509655172415
548.233380079448,781.6743620689655
548.6008241792,759.9800172413793
548.968222392088,778.0586379310344
549.335574718112,755.4603620689657
549.702881157272,755.912327586207
550.0701417095679,778.2846206896552
550.4373563749999,770.8271896551726
550.804525153568,781.9003448275862
551.1716480452719,760.6579655172415
551.5387250501119,762.4658275862068
551.9057561680879,772.1830862068966
552.2727413992,766.7594999999999
552.639680743448,754.7824137931036
553.006574200832,762.0138620689656
553.373421771352,766.5335172413793
553.740223455008,780.0924827586207
554.1069792518,746.6470344827586
554.473689161728,755.9123275862069
554.840353184792,766.7595000000001
555.2069713209919,751.392672413793
555.573543570328,778.7365862068966
555.9400699327999,749.8107931034483
556.3065504084079,763.5957413793104
556.672984997152,769.2453103448274
557.039373699032,768.3413793103448
557.405716514048,751.3926724137932
557.7720134422,766.7595000000001
558.138264483488,765.6295862068966
558.504469637912,773.313
558.8706289054719,762.6918103448276
559.2367422861679,765.6295862068966
559.6028097799999,781.6743620689656
559.968831386968,767.6634310344828
560.3348071070719,764.0477068965517
560.7007369403119,748.4548965517241
561.0666208866879,756.3642931034484
561.4324589462,766.9854827586207
561.798251118848,761.3359137931035
562.163997404632,774.8948793103448
562.529697803552,776.0247931034482
562.895352315608,760.8839482758619
563.2609609408,779.1885517241378
563.6265236791279,767.8894137931035
563.9920405305919,766.9854827586207
564.3575114951919,777.8326551724139
564.722936572928,759.3020689655172
565.0883157638,766.3075344827587
565.453649067808,771.7311206896552
565.818936484952,784.1601724137931
566.184178015232,787.7758965517241
566.549373658648,778.0586379310345
566.9145234152,776.7027413793104
567.2796272848881,774.8948793103448
567.6446852677119,771.9571034482758
568.0096973636719,759.3020689655174
568.374663572768,778.2846206896552
568.7395838949999,764.9516379310344
569.104458330368,776.7027413793105
569.4692868788719,756.3642931034482
569.834069540512,762.9177931034483
570.198806315288,762.0138620689655
570.5634972032,750.2627586206896
570.928142204248,762.465827586207
571.292741318432,763.821724137931
571.6572945457519,755.2343793103448
572.021801886208,757.9461724137931
572.3862633397999,775.5728275862068
572.7506789065279,770.375224137931
573.1150485863919,787.775896551724
573.479372379392,750.7147241379311
573.8436502855279,760.4319827586206
574.2078823048,761.7878793103448
574.572068437208,770.6012068965517
574.936208682752,747.5509655172415
575.300303041432,760.6579655172415
575.664351513248,767.8894137931035
576.0283540982,780.0924827586207
576.3923107962879,770.6012068965517
576.756221607512,762.6918103448276
577.120086531872,785.7420517241379
577.483905569368,773.0870172413794
577.84767872,767.2114655172414
578.2114059837679,750.0367758620689
578.575087360672,748.0029310344828
578.938722850712,777.8326551724138
579.302312453888,765.1776206896551
579.6658561702,768.7933448275861
580.029353999648,775.1208620689655
580.3928059422319,756.8162586206897
580.7562119979519,783.9341896551724
581.119572166808,759.0760862068965
581.4828864488,769.9232586206897
581.8461548439279,756.3642931034482
582.209377352192,771.5051379310345
582.572553973592,767.2114655172414
582.935684708128,774.6688965517241
583.2987695557999,766.7595
583.661808516608,757.0422413793103
584.024801590552,751.3926724137931
584.387748777632,758.8501034482758
584.750650077848,761.1099310344828
585.1135054911999,763.821724137931
585.476315017688,761.3359137931034
585.8390786573119,770.8271896551724
586.201796410072,759.5280517241381
586.564468275968,773.313
586.9270942549999,742.3533620689657
587.289674347168,771.2791551724138
587.652208552472,763.3697586206897
588.014696870912,776.250775862069
588.377139302488,755.0083965517242
588.7395358472,756.8162586206897
589.1018865050479,776.250775862069
589.4641912760319,769.697275862069
589.8264501601519,759.7540344827587
590.188663157408,780.3184655172413
590.5508302677999,778.5106034482758
590.9129514913279,769.4712931034484
591.275026827992,764.2736896551725
591.637056277792,748.4548965517241
591.999039840728,777.1547068965517
592.3609775168,779.6405172413794
592.722869306008,786.1940172413795
593.0847152083519,741.9013965517241
593.4465152238321,764.0477068965517
593.808269352448,754.7824137931034
594.1699775942,760.2060000000001
594.5316399490879,772.1830862068966
594.893256417112,771.5051379310346
595.2548269982719,755.4603620689655
595.616351692568,771.7311206896551
595.9778305,784.838120689655
596.339263420568,774.8948793103448
596.700650454272,768.1153965517241
597.061991601112,775.5728275862068
597.4232868610881,759.3020689655173
597.7845362341999,753.6525
598.145739720448,751.8446379310344
598.506897319832,779.4145344827587
598.8680090323519,765.1776206896552
599.229074858008,761.7878793103448
599.5900947967999,766.081551724138
599.951068848728,762.9177931034484
600.3119970137919,758.3981379310344
600.672879291992,774.2169310344827
601.033715683328,765.8555689655173
601.3945061878001,776.0247931034484
601.7552508054079,766.3075344827587
602.115949536152,748.2289137931034
602.476602380032,757.0422413793104
602.837209337048,763.3697586206897
603.1977704072,762.6918103448276
603.5582855904879,760.4319827586207
603.918754886912,780.5444482758619
604.279178296472,750.0367758620689
604.639555819168,765.1776206896552
604.999887455,780.9964137931034
605.360173203968,759.7540344827586
605.7204130660721,758.1721551724138
606.0806070413121,764.0477068965516
606.4407551296879,773.3130000000001
606.8008573312,778.2846206896552
607.1609136458479,766.0815517241379
607.5209240736319,766.0815517241379
607.880888614552,765.6295862068965
608.240807268608,778.7365862068966
608.6006800358,766.3075344827587
608.960506916128,756.8162586206897
609.320287909592,752.9745517241379
609.680023016192,771.7311206896551
610.039712235928,757.7201896551725
610.3993555687999,769.0193275862069
610.758953014808,765.8555689655173
611.1185045739519,765.6295862068965
611.478010246232,773.7649655172414
611.837470031648,772.8610344827587
612.1968839302,769.4712931034483
612.5562519418879,765.8555689655171
612.915574066712,758.3981379310345
613.274850304672,759.0760862068967
613.634080655768,758.3981379310345
613.99326512,762.0138620689654
614.352403697368,761.1099310344828
614.711496387872,781.9003448275862
615.0705431915119,762.4658275862068
615.4295441082879,755.4603620689655
615.7884991382,775.3468448275862
616.147408281248,766.0815517241379
616.506271537432,759.5280517241379
616.865088906752,756.590275862069
617.223860389208,758.3981379310344
617.5825859848,768.5673620689655
617.941265693528,759.9800172413793
618.299899515392,758.3981379310344
618.658487450392,749.8107931034483
619.0170294985279,760.4319827586207
619.3755256597999,753.4265172413794
619.7339759342079,765.8555689655173
620.092380321752,765.1776206896551
620.450738822432,771.9571034482758
620.809051436248,776.4767586206897
621.1673181632,778.9625689655173
621.525539003288,782.3523103448276
621.883713956512,765.8555689655174
622.241843022872,763.5957413793103
622.599926202368,760.6579655172412
622.957963495,764.2736896551725
623.315954900768,774.2169310344827
623.6739004196719,769.4712931034483
624.0318000517119,769.2453103448277
624.389653796888,768.115396551724
624.7474616551999,771.9571034482758
625.105223626648,763.5957413793103
625.462939711232,771.5051379310346
625.820609908952,770.1492413793104
626.178234219808,775.5728275862068
626.5358126438,759.7540344827586
626.893345180928,783.482224137931
